#DocumentID	Mention_A_type	Mention_A_StartOffset	Mention_A_EndOffset	Mention_A	Relation_type	Mention_B_type	Mention_B_StartOffset	Mention_B_EndOffset	Mention_B
S0211-57352011000100008-1	SHORT_FORM	1960	TEC	SHORT-LONG	LONG_FORM	1933	1958	terapia electroconvulsiva
S0211-57352011000100008-1	SHORT_FORM	1585	HTA	SHORT-LONG	LONG_FORM	1562	1583	hipertensión arterial
S0211-69952013000400027-1	SHORT_FORM	843	TAC	SHORT-LONG	LONG_FORM	811	841	tomografía axial computarizada
S0211-69952013000700023-1	SHORT_FORM	1185	CLL-K	SHORT-NESTED	NESTED	1095	1184	 Se diagnostica anatomopatológicamente nefropatía por cilindros de cadenas ligeras kappa 
S0211-69952013000700023-1	SHORT_FORM	837	Ig	SHORT-LONG	LONG_FORM	820	835	inmunoglobulina
S0211-69952014000500020-1	SHORT_FORM	513	FGe	SHORT-LONG	LONG_FORM	483	511	filtrado glomerular estimado
S0211-69952014000500020-1	SHORT_FORM	843	RMN	SHORT-LONG	LONG_FORM	813	841	resonancia magnética nuclear
S0211-69952014000500020-1	SHORT_FORM	443	Hb	SHORT-LONG	LONG_FORM	430	441	hemoglobina
S0211-69952014000500020-1	SHORT_FORM	469	Cr	SHORT-LONG	LONG_FORM	457	467	creatinina
S0212-16112005000400011-1	SHORT_FORM	670	PMV	SHORT-LONG	LONG_FORM	643	668	preparado multivitamínico
S0212-16112007000700016-1	SHORT_FORM	196	AMS	SHORT-LONG	LONG_FORM	166	194	arteria mesentérica superior
S0212-16112007000700016-1	SHORT_FORM	1853	HC	SHORT-LONG	LONG_FORM	1832	1851	Hidratos de Carbono
S0212-16112012000300029-1	SHORT_FORM	1228	NP	SHORT-LONG	LONG_FORM	1206	1226	nutrición parenteral
S0212-16112012000300029-1	SHORT_FORM	941	SNO	SHORT-LONG	LONG_FORM	907	939	suplementos nutricionales orales
S0212-16112012000300029-1	SHORT_FORM	364	TAC	SHORT-LONG	LONG_FORM	332	362	tomografía axial computarizada
S0212-16112012000300029-1	SHORT_FORM	986	TCM	SHORT-LONG	LONG_FORM	955	984	triglicéridos de cadena media
S0212-16112012000500043-1	SHORT_FORM	1575	BH4	SHORT-NESTED	NESTED	1476	1574	as el diagnostico de Fenilcetonuria en la madre se realizo una sobrecarga de Tetrahidrobiopterina 
S0212-71992005001200008-1	SHORT_FORM	1081	CPRE	SHORT-LONG	LONG_FORM	1033	1056	colangiopancreatografía
S0212-71992005001200008-1	SHORT_FORM	664	CPRM	SHORT-LONG	LONG_FORM	614	662	colangiopancreatografía por resonancia magnética
S0212-71992007000100007-1	SHORT_FORM	1273	LDH	SHORT-LONG	LONG_FORM	1251	1271	lácticodehidrogenasa
S0365-66912003000600010-1	SHORT_FORM	1480	IV	SHORT-LONG	LONG_FORM	1467	1478	intravenoso
S0365-66912003000600010-1	SHORT_FORM	281	TA	SHORT-LONG	LONG_FORM	263	279	tensión arterial
S0365-66912003000600010-1	SHORT_FORM	766	A.S.T.	SHORT-LONG	LONG_FORM	737	746	aspartato
S0365-66912003000600010-1	SHORT_FORM	807	U.I.	SHORT-LONG	LONG_FORM	781	805	unidades internacionales
S0365-66912003000600010-1	SHORT_FORM	841	A.L.T.	SHORT-NESTED	NESTED	813	840	 alanina amino transferasa 
S0365-66912004001000009-1	SHORT_FORM	774	RNM	SHORT-LONG	LONG_FORM	744	772	Resonancia Nuclear Magnética
S0365-66912005001100008-1	SHORT_FORM	1147	QUP	SHORT-LONG	LONG_FORM	1113	1145	queratitis ulcerativa periférica
S0365-66912005001100008-1	SHORT_FORM	1633	AO	SHORT-LONG	LONG_FORM	1621	1631	ambos ojos
S0365-66912005001100008-1	SHORT_FORM	3377	TAC	SHORT-LONG	LONG_FORM	3345	3375	tomografía axial computerizada
S0365-66912005001100008-1	SHORT_FORM	1233	PIO	SHORT-LONG	LONG_FORM	1212	1231	presión intraocular
S0365-66912005001100008-1	SHORT_FORM	135	AV	SHORT-LONG	LONG_FORM	119	133	agudeza visual
S0365-66912005001100008-1	SHORT_FORM	1265	FO	SHORT-LONG	LONG_FORM	1251	1263	fondo de ojo
S0365-66912005001100008-1	SHORT_FORM	1512	CA	SHORT-LONG	LONG_FORM	1495	1510	cámara anterior
S0365-66912005001100008-1	SHORT_FORM	3299	RBP	SHORT-NESTED	NESTED	3269	3298	proteína ligadora de retinol 
S0365-66912006000300011-1	SHORT_FORM	111	PSD	SHORT-LONG	LONG_FORM	85	109	párpado superior derecho
S0365-66912006000300011-1	SHORT_FORM	493	AO	SHORT-LONG	LONG_FORM	481	491	ambos ojos
S0365-66912006000400010-1	SHORT_FORM	434	OD	SHORT-LONG	LONG_FORM	421	432	ojo derecho
S0365-66912006000400010-1	SHORT_FORM	466	OI	SHORT-LONG	LONG_FORM	451	464	ojo izquierdo
S0365-66912007000200010-1	SHORT_FORM	1300	OD	SHORT-LONG	LONG_FORM	1287	1298	ojo derecho
S0365-66912007000200010-1	SHORT_FORM	805	AV	SHORT-LONG	LONG_FORM	789	803	agudeza visual
S0365-66912007000200010-1	SHORT_FORM	1580	OI	SHORT-LONG	LONG_FORM	1565	1578	ojo izquierdo
S0365-66912007000200010-1	SHORT_FORM	1167	OCT	SHORT-LONG	LONG_FORM	1134	1165	tomografía óptica de coherencia
S0365-66912007000300010-1	SHORT_FORM	533	OD	SHORT-LONG	LONG_FORM	520	531	ojo derecho
S0365-66912007000300010-1	SHORT_FORM	639	OI	SHORT-LONG	LONG_FORM	624	637	ojo izquierdo
S0365-66912007000800012-1	SHORT_FORM	929	AFG	SHORT-NESTED	NESTED	865	928	 Ante esta situación se realizó una angiografía fluoresceínica 
S0365-66912007000800012-1	SHORT_FORM	267	OD	SHORT-LONG	LONG_FORM	254	265	ojo derecho
S0365-66912007000800012-1	SHORT_FORM	240	AV	SHORT-LONG	LONG_FORM	224	238	agudeza visual
S0365-66912007000800012-1	SHORT_FORM	298	OI	SHORT-LONG	LONG_FORM	283	296	ojo izquierdo
S0365-66912007000900016-1	SHORT_FORM	1613	EPR	SHORT-LONG	LONG_FORM	1581	1611	epitelio pigmentario retiniano
S0365-66912007000900016-1	SHORT_FORM	290	AO	SHORT-LONG	LONG_FORM	278	288	ambos ojos
S0365-66912007000900016-1	SHORT_FORM	181	AV	SHORT-LONG	LONG_FORM	165	179	agudeza visual
S0365-66912007000900016-1	SHORT_FORM	419	AFG	SHORT-LONG	LONG_FORM	395	417	angiofluoresceingrafía
S0365-66912007000900016-1	SHORT_FORM	201	OD	SHORT-LONG	LONG_FORM	188	199	ojo derecho
S0365-66912007000900016-1	SHORT_FORM	234	OI	SHORT-LONG	LONG_FORM	219	232	ojo izquierdo
S0365-66912008000100007-1	SHORT_FORM	537	EEG	SHORT-LONG	LONG_FORM	512	535	electroencefalográficos
S0365-66912008000700011-1	SHORT_FORM	705	TC	SHORT-LONG	LONG_FORM	673	703	tomografía axial computarizada
S0365-66912011000600006-1	SHORT_FORM	1068	TAC	SHORT-LONG	LONG_FORM	1036	1066	tomografía axial computarizada
S0365-66912011000600006-1	SHORT_FORM	980	CLU	SHORT-LONG	LONG_FORM	955	978	cortisol libre urinario
S0365-66912012001100004-1	SHORT_FORM	501	AV	SHORT-LONG	LONG_FORM	485	499	agudeza visual
S0365-66912012001100004-1	SHORT_FORM	386	OD	SHORT-LONG	LONG_FORM	373	384	ojo derecho
S0365-66912012001100004-1	SHORT_FORM	468	OI	SHORT-LONG	LONG_FORM	453	466	ojo izquierdo
S0365-66912012001100004-1	SHORT_FORM	429	DR	SHORT-LONG	LONG_FORM	402	427	desprendimiento de retina
S0365-66912012001100004-1	SHORT_FORM	158	AO	SHORT-LONG	LONG_FORM	146	156	ambos ojos
S0365-66912012001100004-1	SHORT_FORM	778	OCT	SHORT-LONG	LONG_FORM	745	776	tomografía de coherencia óptica
S0376-78922009000200007-1	SHORT_FORM	1201	ACFL	SHORT-LONG	LONG_FORM	1164	1199	arteria circunfleja femoral lateral
S0376-78922013000300013-1	SHORT_FORM	1301	TAC	SHORT-LONG	LONG_FORM	1269	1299	Tomografía Axial Computarizada
S0376-78922014000100013-1	SHORT_FORM	416	TC	SHORT-LONG	LONG_FORM	390	414	tomografía computarizada
S1130-01082009000600013-1	SHORT_FORM	905	VIH	SHORT-LONG	LONG_FORM	867	903	virus de la inmunodeficiencia humana
S1130-01082009000600018-1	SHORT_FORM	714	TAC	SHORT-LONG	LONG_FORM	682	712	tomografía axial computerizada
S1130-01082009000600018-1	SHORT_FORM	196	CEA	SHORT-LONG	LONG_FORM	176	194	carcinoembrionario
S1130-01082009001000011-1	SHORT_FORM	410	TAC	SHORT-LONG	LONG_FORM	384	408	tomografía computerizada
S1130-01082009001000011-1	SHORT_FORM	371	TGI	SHORT-LONG	LONG_FORM	344	369	tránsito gastrointestinal
S1130-01082009001000011-1	SHORT_FORM	595	EE	SHORT-LONG	LONG_FORM	578	593	eco-endoscopias
S1130-01082010000300015-1	SHORT_FORM	680	TC	SHORT-LONG	LONG_FORM	654	678	tomografía computerizada
S1130-05582005000200003-1	SHORT_FORM	455	OPG	SHORT-LONG	LONG_FORM	436	453	ortopantomografía
S1130-05582012000400006-1	SHORT_FORM	295	GCS	SHORT-LONG	LONG_FORM	275	293	Glasgow Coma Scale
S1130-05582015000400010-1	SHORT_FORM	799	PAAF	SHORT-LONG	LONG_FORM	740	797	a la realización de una punción-aspiración con aguja fina
S1130-05582016000400228-1	SHORT_FORM	486	RM	SHORT-LONG	LONG_FORM	464	484	resonancia magnética
S1130-05582016000400228-1	SHORT_FORM	450	TC	SHORT-LONG	LONG_FORM	424	448	tomografía computarizada
S1130-14732009000600008-1	SHORT_FORM	435	RM	SHORT-LONG	LONG_FORM	413	433	resonancia magnética
S1130-63432015000200008-1	SHORT_FORM	1746	UCI	SHORT-LONG	LONG_FORM	1715	1744	Unidad de Cuidados Intensivos
S1130-63432016000200009-1	SHORT_FORM	763	AST	SHORT-LONG	LONG_FORM	735	744	aspartato
S1130-63432016000200009-1	SHORT_FORM	819	ALT	SHORT-NESTED	NESTED	792	818	 alanina aminotransferasa 
S1134-80462014000300009-1	SHORT_FORM	147	EVA	SHORT-LONG	LONG_FORM	124	145	escala visual análoga
S1134-80462015000200003-1	SHORT_FORM	874	UDA	SHORT-LONG	LONG_FORM	836	872	unidad de dolor agudo postoperatorio
S1134-80462015000200003-1	SHORT_FORM	670	URP	SHORT-LONG	LONG_FORM	631	668	unidad de recuperación postanestésica
S1134-80462015000200003-1	SHORT_FORM	1129	EVA	SHORT-LONG	LONG_FORM	1104	1127	escala visual analógica
S1134-80462015000200004-1	SHORT_FORM	1275	EID	SHORT-LONG	LONG_FORM	1246	1273	extremidad inferior derecha
S1134-80462016000600005-3	SHORT_FORM	138	RTU-P	SHORT-NESTED	NESTED	18	137	 con neuralgia del nervio pudendo secundaria a una lesión directa posterior a una resección trans-ureteral de próstata 
S1137-66272008000300009-1	SHORT_FORM	1125	ID	SHORT-LONG	LONG_FORM	1106	1123	intestino delgado
S1137-66272009000100013-1	SHORT_FORM	990	VTD	SHORT-LONG	LONG_FORM	966	988	volumen telediastólico
S1137-66272009000100013-1	SHORT_FORM	1028	VTS	SHORT-LONG	LONG_FORM	1005	1026	volumen telesistólico
S1137-66272011000300022-1	SHORT_FORM	1685	RM	SHORT-NESTED	NESTED	1645	1684	 se van realizando controles de imagen 
S1137-66272014000200013-1	SHORT_FORM	2332	ECOG1	SHORT-NESTED	NESTED	2294	2331	 con conservación del estado general 
S1137-66272014000200013-1	SHORT_FORM	1296	RNM	SHORT-LONG	LONG_FORM	1266	1294	resonancia nuclear magnética
S1137-66272014000200013-1	SHORT_FORM	308	OD	SHORT-LONG	LONG_FORM	295	306	ojo derecho
S1137-66272014000200013-1	SHORT_FORM	95	OI	SHORT-LONG	LONG_FORM	80	93	ojo izquierdo
S1139-76322009000400007-1	SHORT_FORM	1604	VEB	SHORT-LONG	LONG_FORM	1581	1602	virus de Epstein Barr
S1139-76322009000400007-1	SHORT_FORM	1396	ANA	SHORT-LONG	LONG_FORM	1381	1394	antinucleares
S1139-76322009000400007-1	SHORT_FORM	1362	PCR	SHORT-NESTED	NESTED	1351	1361	 reactiva 
S1139-76322015000100014-1	SHORT_FORM	2105	EEG	SHORT-LONG	LONG_FORM	2083	2103	electroencefalograma
S1139-76322015000100014-1	SHORT_FORM	3512	CMV	SHORT-LONG	LONG_FORM	3495	3510	citomegalovirus
S1139-76322015000100014-1	SHORT_FORM	1016	GOT	SHORT-LONG	LONG_FORM	993	1014	glutámico-oxalacética
S1139-76322015000100014-1	SHORT_FORM	1953	TC	SHORT-LONG	LONG_FORM	1927	1951	tomografía computarizada
S1139-76322015000100014-1	SHORT_FORM	3541	VEB	SHORT-NESTED	NESTED	3537	3540	rr 
S1139-76322015000100014-1	SHORT_FORM	2945	RM	SHORT-LONG	LONG_FORM	2923	2943	resonancia magnética
S1139-76322015000100014-1	SHORT_FORM	2268	LCR	SHORT-LONG	LONG_FORM	2243	2266	líquido cefalorraquídeo
S1139-76322015000100014-1	SHORT_FORM	1104	PCR	SHORT-NESTED	NESTED	1093	1103	 reactiva 
S1139-76322015000100014-1	SHORT_FORM	1066	GPT	SHORT-LONG	LONG_FORM	1033	1064	Transaminasa glutámico-pirúvica
S1139-76322015000100014-1	SHORT_FORM	3848	ANCA	SHORT-LONG	LONG_FORM	3817	3846	anticitoplasma de neutrófilos
S1139-76322016000300008-1	SHORT_FORM	1395	PCR	SHORT-NESTED	NESTED	1384	1394	 reactiva 
S1139-76322016000400020-1	SHORT_FORM	1336	PCR	SHORT-NESTED	NESTED	1325	1335	 reactiva 
S1698-44472005000300015-1	SHORT_FORM	1125	TC	SHORT-LONG	LONG_FORM	1099	1123	tomografía computerizada
S1698-44472005000300015-1	SHORT_FORM	209	ATM	SHORT-LONG	LONG_FORM	177	207	articulación témporomandibular
S1698-44472005000300015-1	SHORT_FORM	461	MAO	SHORT-LONG	LONG_FORM	429	453	máxima apertura oral sin
S1698-69462006000100014-1	SHORT_FORM	1456	UFCC	SHORT-LONG	LONG_FORM	1419	1445	Unidad Funcional de Cabeza
S1699-695X2014000300010-1	SHORT_FORM	1633	TC	SHORT-LONG	LONG_FORM	1607	1631	Tomografía Computerizada
S1699-695X2016000200010-1	SHORT_FORM	611	CAE	SHORT-LONG	LONG_FORM	584	609	conducto auditivo externo
S1888-75462015000400006-1	SHORT_FORM	1436	AP	SHORT-LONG	LONG_FORM	1419	1434	anteroposterior
